	r_spotId	관광지명	area_code	Unnamed: 0	date	avgTemp	highTemp	lowTemp	rainProb	weather	datetime	month	weekday	season
1255	140	산양곶자왈	9	85	2023-11-18	12.0	14	10	40	1	2023-11-18	November	5	fall
1256	140	산양곶자왈	9	86	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1257	140	산양곶자왈	9	87	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1258	140	산양곶자왈	9	88	2023-11-22	14.5	17	12	20	1	2023-11-22	November	2	fall
1259	140	산양곶자왈	9	89	2023-11-23	13.5	15	12	40	4	2023-11-23	November	3	fall
1260	141	산양큰엉곶	9	81	2023-11-14	12.538461538461538	13	12	30	4	2023-11-14	November	1	fall
1261	141	산양큰엉곶	9	82	2023-11-15	12.583333333333334	15	10	30	4	2023-11-15	November	2	fall
1262	141	산양큰엉곶	9	83	2023-11-16	13.166666666666666	17	10	64	4	2023-11-16	November	3	fall
1263	141	산양큰엉곶	9	84	2023-11-17	11.375	12	10	60	4	2023-11-17	November	4	fall
1264	141	산양큰엉곶	9	85	2023-11-18	12.0	14	10	40	1	2023-11-18	November	5	fall
1265	141	산양큰엉곶	9	86	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1266	141	산양큰엉곶	9	87	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1267	141	산양큰엉곶	9	88	2023-11-22	14.5	17	12	20	1	2023-11-22	November	2	fall
1268	141	산양큰엉곶	9	89	2023-11-23	13.5	15	12	40	4	2023-11-23	November	3	fall
1269	142	삼다수숲길	8	72	2023-11-14	12.153846153846152	13	11	30	4	2023-11-14	November	1	fall
1270	142	삼다수숲길	8	73	2023-11-15	12.5	15	11	20	4	2023-11-15	November	2	fall
1271	142	삼다수숲길	8	74	2023-11-16	13.0	16	11	72	4	2023-11-16	November	3	fall
1272	142	삼다수숲길	8	75	2023-11-17	10.833333333333334	12	10	60	4	2023-11-17	November	4	fall
1273	142	삼다수숲길	8	76	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1274	142	삼다수숲길	8	77	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1275	142	삼다수숲길	8	78	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1276	142	삼다수숲길	8	79	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1277	142	삼다수숲길	8	80	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1278	143	삼무공원	11	99	2023-11-14	12.615384615384617	14	12	30	4	2023-11-14	November	1	fall
1279	143	삼무공원	11	100	2023-11-15	13.125	16	11	20	4	2023-11-15	November	2	fall
1280	143	삼무공원	11	101	2023-11-16	13.375	17	11	75	4	2023-11-16	November	3	fall
1281	143	삼무공원	11	102	2023-11-17	10.833333333333334	12	9	60	4	2023-11-17	November	4	fall
1282	143	삼무공원	11	103	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1283	143	삼무공원	11	104	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1284	143	삼무공원	11	105	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1285	143	삼무공원	11	106	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1286	143	삼무공원	11	107	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1287	144	삼성혈	11	99	2023-11-14	12.615384615384617	14	12	30	4	2023-11-14	November	1	fall
1288	144	삼성혈	11	100	2023-11-15	13.125	16	11	20	4	2023-11-15	November	2	fall
1289	144	삼성혈	11	101	2023-11-16	13.375	17	11	75	4	2023-11-16	November	3	fall
1290	144	삼성혈	11	102	2023-11-17	10.833333333333334	12	9	60	4	2023-11-17	November	4	fall
1291	144	삼성혈	11	103	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1292	144	삼성혈	11	104	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1293	144	삼성혈	11	105	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1294	144	삼성혈	11	106	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1295	144	삼성혈	11	107	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1296	145	삼양해수욕장	11	99	2023-11-14	12.615384615384617	14	12	30	4	2023-11-14	November	1	fall
1297	145	삼양해수욕장	11	100	2023-11-15	13.125	16	11	20	4	2023-11-15	November	2	fall
1298	145	삼양해수욕장	11	101	2023-11-16	13.375	17	11	75	4	2023-11-16	November	3	fall
1299	145	삼양해수욕장	11	102	2023-11-17	10.833333333333334	12	9	60	4	2023-11-17	November	4	fall
1300	145	삼양해수욕장	11	103	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1301	145	삼양해수욕장	11	104	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1302	145	삼양해수욕장	11	105	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1303	145	삼양해수욕장	11	106	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1304	145	삼양해수욕장	11	107	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1305	146	삼양해안도로	11	99	2023-11-14	12.615384615384617	14	12	30	4	2023-11-14	November	1	fall
1306	146	삼양해안도로	11	100	2023-11-15	13.125	16	11	20	4	2023-11-15	November	2	fall
1307	146	삼양해안도로	11	101	2023-11-16	13.375	17	11	75	4	2023-11-16	November	3	fall
1308	146	삼양해안도로	11	102	2023-11-17	10.833333333333334	12	9	60	4	2023-11-17	November	4	fall
1309	146	삼양해안도로	11	103	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1310	146	삼양해안도로	11	104	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1311	146	삼양해안도로	11	105	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1312	146	삼양해안도로	11	106	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1313	146	삼양해안도로	11	107	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1314	147	상가리야자숲	7	63	2023-11-14	11.76923076923077	13	10	30	4	2023-11-14	November	1	fall
1315	147	상가리야자숲	7	64	2023-11-15	11.791666666666666	15	9	30	4	2023-11-15	November	2	fall
1316	147	상가리야자숲	7	65	2023-11-16	12.5	17	10	73	4	2023-11-16	November	3	fall
1317	147	상가리야자숲	7	66	2023-11-17	10.5	12	10	60	4	2023-11-17	November	4	fall
1318	147	상가리야자숲	7	67	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1319	147	상가리야자숲	7	68	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1320	147	상가리야자숲	7	69	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1321	147	상가리야자숲	7	70	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1322	147	상가리야자숲	7	71	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1323	148	상효원수목원	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1324	148	상효원수목원	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1325	148	상효원수목원	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1326	148	상효원수목원	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
1327	148	상효원수목원	5	49	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1328	148	상효원수목원	5	50	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1329	148	상효원수목원	5	51	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1330	148	상효원수목원	5	52	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1331	148	상효원수목원	5	53	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1332	149	새별오름	7	63	2023-11-14	11.76923076923077	13	10	30	4	2023-11-14	November	1	fall
1333	149	새별오름	7	64	2023-11-15	11.791666666666666	15	9	30	4	2023-11-15	November	2	fall
1334	149	새별오름	7	65	2023-11-16	12.5	17	10	73	4	2023-11-16	November	3	fall
1335	149	새별오름	7	66	2023-11-17	10.5	12	10	60	4	2023-11-17	November	4	fall
1336	149	새별오름	7	67	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1337	149	새별오름	7	68	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1338	149	새별오름	7	69	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1339	149	새별오름	7	70	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1340	149	새별오름	7	71	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1341	150	새별오름나홀로나무	7	63	2023-11-14	11.76923076923077	13	10	30	4	2023-11-14	November	1	fall
1342	150	새별오름나홀로나무	7	64	2023-11-15	11.791666666666666	15	9	30	4	2023-11-15	November	2	fall
1343	150	새별오름나홀로나무	7	65	2023-11-16	12.5	17	10	73	4	2023-11-16	November	3	fall
1344	150	새별오름나홀로나무	7	66	2023-11-17	10.5	12	10	60	4	2023-11-17	November	4	fall
1345	150	새별오름나홀로나무	7	67	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1346	150	새별오름나홀로나무	7	68	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1347	150	새별오름나홀로나무	7	69	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1348	150	새별오름나홀로나무	7	70	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1349	150	새별오름나홀로나무	7	71	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1350	151	새별프렌즈	7	63	2023-11-14	11.76923076923077	13	10	30	4	2023-11-14	November	1	fall
1351	151	새별프렌즈	7	64	2023-11-15	11.791666666666666	15	9	30	4	2023-11-15	November	2	fall
1352	151	새별프렌즈	7	65	2023-11-16	12.5	17	10	73	4	2023-11-16	November	3	fall
1353	151	새별프렌즈	7	66	2023-11-17	10.5	12	10	60	4	2023-11-17	November	4	fall
1354	151	새별프렌즈	7	67	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1355	151	새별프렌즈	7	68	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1356	151	새별프렌즈	7	69	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1357	151	새별프렌즈	7	70	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1358	151	새별프렌즈	7	71	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1359	152	새섬	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1360	152	새섬	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1361	152	새섬	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1362	152	새섬	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
1363	152	새섬	5	49	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1364	152	새섬	5	50	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1365	152	새섬	5	51	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1366	152	새섬	5	52	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1367	152	새섬	5	53	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1368	153	새연교	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1369	153	새연교	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1370	153	새연교	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1371	153	새연교	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
1372	153	새연교	5	49	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1373	153	새연교	5	50	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1374	153	새연교	5	51	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1375	153	새연교	5	52	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1376	153	새연교	5	53	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1377	154	생각하는정원	9	81	2023-11-14	12.538461538461538	13	12	30	4	2023-11-14	November	1	fall
1378	154	생각하는정원	9	82	2023-11-15	12.583333333333334	15	10	30	4	2023-11-15	November	2	fall
1379	154	생각하는정원	9	83	2023-11-16	13.166666666666666	17	10	64	4	2023-11-16	November	3	fall
1380	154	생각하는정원	9	84	2023-11-17	11.375	12	10	60	4	2023-11-17	November	4	fall
1381	154	생각하는정원	9	85	2023-11-18	12.0	14	10	40	1	2023-11-18	November	5	fall
1382	154	생각하는정원	9	86	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1383	154	생각하는정원	9	87	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1384	154	생각하는정원	9	88	2023-11-22	14.5	17	12	20	1	2023-11-22	November	2	fall
1385	154	생각하는정원	9	89	2023-11-23	13.5	15	12	40	4	2023-11-23	November	3	fall
1386	155	샤이니숲길	8	72	2023-11-14	12.153846153846152	13	11	30	4	2023-11-14	November	1	fall
1387	155	샤이니숲길	8	73	2023-11-15	12.5	15	11	20	4	2023-11-15	November	2	fall
1388	155	샤이니숲길	8	74	2023-11-16	13.0	16	11	72	4	2023-11-16	November	3	fall
1389	155	샤이니숲길	8	75	2023-11-17	10.833333333333334	12	10	60	4	2023-11-17	November	4	fall
1390	155	샤이니숲길	8	76	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1391	155	샤이니숲길	8	77	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1392	155	샤이니숲길	8	78	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1393	155	샤이니숲길	8	79	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1394	155	샤이니숲길	8	80	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1395	156	서귀포매일올레시장	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1396	156	서귀포매일올레시장	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1397	156	서귀포매일올레시장	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1398	156	서귀포매일올레시장	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
1399	156	서귀포매일올레시장	5	49	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1400	156	서귀포매일올레시장	5	50	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1401	156	서귀포매일올레시장	5	51	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1402	156	서귀포매일올레시장	5	52	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1403	156	서귀포매일올레시장	5	53	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1404	157	서귀포자연휴양림	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1405	157	서귀포자연휴양림	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1406	157	서귀포자연휴양림	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1407	157	서귀포자연휴양림	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
1408	157	서귀포자연휴양림	5	49	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1409	157	서귀포자연휴양림	5	50	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1410	157	서귀포자연휴양림	5	51	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1411	157	서귀포자연휴양림	5	52	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1412	157	서귀포자연휴양림	5	53	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1413	158	서귀포자연휴양림매표소	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1414	158	서귀포자연휴양림매표소	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1415	158	서귀포자연휴양림매표소	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1416	158	서귀포자연휴양림매표소	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
1417	158	서귀포자연휴양림매표소	5	49	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1418	158	서귀포자연휴양림매표소	5	50	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1419	158	서귀포자연휴양림매표소	5	51	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1420	158	서귀포자연휴양림매표소	5	52	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1421	158	서귀포자연휴양림매표소	5	53	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1422	159	서귀포잠수함	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1423	159	서귀포잠수함	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1424	159	서귀포잠수함	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1425	159	서귀포잠수함	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
1426	159	서귀포잠수함	5	49	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1427	159	서귀포잠수함	5	50	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1428	159	서귀포잠수함	5	51	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1429	159	서귀포잠수함	5	52	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1430	159	서귀포잠수함	5	53	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1431	160	서귀포치유의숲	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1432	160	서귀포치유의숲	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1433	160	서귀포치유의숲	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1434	160	서귀포치유의숲	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
1435	160	서귀포치유의숲	5	49	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1436	160	서귀포치유의숲	5	50	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1437	160	서귀포치유의숲	5	51	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1438	160	서귀포치유의숲	5	52	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1439	160	서귀포치유의숲	5	53	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1440	161	서귀포칠십리공원	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1441	161	서귀포칠십리공원	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1442	161	서귀포칠십리공원	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1443	161	서귀포칠십리공원	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
1444	161	서귀포칠십리공원	5	49	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1445	161	서귀포칠십리공원	5	50	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1446	161	서귀포칠십리공원	5	51	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1447	161	서귀포칠십리공원	5	52	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1448	161	서귀포칠십리공원	5	53	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1449	162	서귀포항	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1450	162	서귀포항	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1451	162	서귀포항	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1452	162	서귀포항	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
1453	162	서귀포항	5	49	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1454	162	서귀포항	5	50	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1455	162	서귀포항	5	51	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1456	162	서귀포항	5	52	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1457	162	서귀포항	5	53	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1458	163	서귀포향토오일시장	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1459	163	서귀포향토오일시장	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1460	163	서귀포향토오일시장	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1461	163	서귀포향토오일시장	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
1462	163	서귀포향토오일시장	5	49	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1463	163	서귀포향토오일시장	5	50	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1464	163	서귀포향토오일시장	5	51	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1465	163	서귀포향토오일시장	5	52	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1466	163	서귀포향토오일시장	5	53	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1467	164	서귀포홍리실내수영장	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1468	164	서귀포홍리실내수영장	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1469	164	서귀포홍리실내수영장	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1470	164	서귀포홍리실내수영장	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
1471	164	서귀포홍리실내수영장	5	49	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1472	164	서귀포홍리실내수영장	5	50	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1473	164	서귀포홍리실내수영장	5	51	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1474	164	서귀포홍리실내수영장	5	52	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1475	164	서귀포홍리실내수영장	5	53	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1476	165	서문공설시장	11	99	2023-11-14	12.615384615384617	14	12	30	4	2023-11-14	November	1	fall
1477	165	서문공설시장	11	100	2023-11-15	13.125	16	11	20	4	2023-11-15	November	2	fall
1478	165	서문공설시장	11	101	2023-11-16	13.375	17	11	75	4	2023-11-16	November	3	fall
1479	165	서문공설시장	11	102	2023-11-17	10.833333333333334	12	9	60	4	2023-11-17	November	4	fall
1480	165	서문공설시장	11	103	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1481	165	서문공설시장	11	104	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1482	165	서문공설시장	11	105	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1483	165	서문공설시장	11	106	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1484	165	서문공설시장	11	107	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1485	166	서부두수산시장	11	99	2023-11-14	12.615384615384617	14	12	30	4	2023-11-14	November	1	fall
1486	166	서부두수산시장	11	100	2023-11-15	13.125	16	11	20	4	2023-11-15	November	2	fall
1487	166	서부두수산시장	11	101	2023-11-16	13.375	17	11	75	4	2023-11-16	November	3	fall
1488	166	서부두수산시장	11	102	2023-11-17	10.833333333333334	12	9	60	4	2023-11-17	November	4	fall
1489	166	서부두수산시장	11	103	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1490	166	서부두수산시장	11	104	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1491	166	서부두수산시장	11	105	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1492	166	서부두수산시장	11	106	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1493	166	서부두수산시장	11	107	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1494	167	서우봉	8	72	2023-11-14	12.153846153846152	13	11	30	4	2023-11-14	November	1	fall
1495	167	서우봉	8	73	2023-11-15	12.5	15	11	20	4	2023-11-15	November	2	fall
1496	167	서우봉	8	74	2023-11-16	13.0	16	11	72	4	2023-11-16	November	3	fall
1497	167	서우봉	8	75	2023-11-17	10.833333333333334	12	10	60	4	2023-11-17	November	4	fall
1498	167	서우봉	8	76	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1499	167	서우봉	8	77	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1500	167	서우봉	8	78	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1501	167	서우봉	8	79	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1502	167	서우봉	8	80	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1503	168	서프라이즈테마파크	8	72	2023-11-14	12.153846153846152	13	11	30	4	2023-11-14	November	1	fall
1504	168	서프라이즈테마파크	8	73	2023-11-15	12.5	15	11	20	4	2023-11-15	November	2	fall
1505	168	서프라이즈테마파크	8	74	2023-11-16	13.0	16	11	72	4	2023-11-16	November	3	fall
1506	168	서프라이즈테마파크	8	75	2023-11-17	10.833333333333334	12	10	60	4	2023-11-17	November	4	fall
1507	168	서프라이즈테마파크	8	76	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1508	168	서프라이즈테마파크	8	77	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1509	168	서프라이즈테마파크	8	78	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1510	168	서프라이즈테마파크	8	79	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1511	168	서프라이즈테마파크	8	80	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1512	169	선녀와나무꾼테마공원	8	72	2023-11-14	12.153846153846152	13	11	30	4	2023-11-14	November	1	fall
1513	169	선녀와나무꾼테마공원	8	73	2023-11-15	12.5	15	11	20	4	2023-11-15	November	2	fall
1514	169	선녀와나무꾼테마공원	8	74	2023-11-16	13.0	16	11	72	4	2023-11-16	November	3	fall
1515	169	선녀와나무꾼테마공원	8	75	2023-11-17	10.833333333333334	12	10	60	4	2023-11-17	November	4	fall
1516	169	선녀와나무꾼테마공원	8	76	2023-11-18	11.5	14	9	40	1	2023-11-18	November	5	fall
1517	169	선녀와나무꾼테마공원	8	77	2023-11-19	15.0	18	12	20	1	2023-11-19	November	6	fall
1518	169	선녀와나무꾼테마공원	8	78	2023-11-20	13.5	16	11	10	1	2023-11-20	November	0	fall
1519	169	선녀와나무꾼테마공원	8	79	2023-11-22	14.0	17	11	20	1	2023-11-22	November	2	fall
1520	169	선녀와나무꾼테마공원	8	80	2023-11-23	12.5	15	10	40	4	2023-11-23	November	3	fall
1521	170	선녀탕	5	45	2023-11-14	13.76923076923077	16	12	30	4	2023-11-14	November	1	fall
1522	170	선녀탕	5	46	2023-11-15	14.25	18	11	30	4	2023-11-15	November	2	fall
1523	170	선녀탕	5	47	2023-11-16	15.041666666666666	19	13	66	4	2023-11-16	November	3	fall
1524	170	선녀탕	5	48	2023-11-17	11.75	14	10	30	4	2023-11-17	November	4	fall
